,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
1640,7,20.65,134.05,0,1,0,0,0
5999,35,108.95,4025.5,1,0,0,1,1
681,61,73.8,4616.05,0,0,0,1,0
2986,55,69.05,3842.6,1,0,0,1,0
932,72,19.3,1304.8,0,1,0,1,0
5788,4,25.15,99.95,0,0,1,0,1
4077,14,95.8,1346.3,1,0,1,0,1
4827,16,81.0,1312.15,1,0,1,0,1
5750,13,70.15,916.75,1,0,1,0,1
3363,57,57.5,3265.95,0,0,0,1,0
5802,42,49.55,2077.95,0,0,1,0,1
2772,67,74.0,4868.4,0,0,0,1,0
6062,53,73.8,4003.85,1,0,1,0,0
1841,56,24.3,1261.7,0,1,0,0,1
4282,52,101.25,5301.1,1,0,0,0,0
3031,50,71.05,3444.85,1,0,1,0,1
2373,66,49.4,3251.85,0,0,0,0,0
4698,66,80.55,5265.1,0,0,0,1,0
5246,2,79.75,164.5,1,0,1,0,1
1233,70,24.7,1685.9,0,1,0,1,0
1323,71,24.65,1710.15,0,1,0,1,0
3806,18,73.55,1359.45,1,0,1,0,1
5301,29,89.2,2698.35,1,0,1,0,1
1374,45,84.35,3858.05,0,0,0,1,0
1790,12,78.1,947.3,1,0,1,0,0
6962,27,101.25,2754.45,1,0,1,0,1
2176,67,19.4,1284.2,0,1,0,1,0
2290,13,48.75,633.4,0,0,1,0,0
3083,60,23.95,1506.4,0,1,0,0,0
3279,23,57.2,1423.35,0,0,0,0,0
6203,69,105.1,7234.8,1,0,0,0,0
6776,62,79.95,4819.75,0,0,0,1,0
1685,27,70.55,1943.9,1,0,1,0,1
5673,4,19.7,117.8,0,1,0,0,0
2316,4,20.7,73.05,0,1,1,0,0
4800,1,94.0,94.0,1,0,1,0,1
5466,10,19.95,219.5,0,1,0,0,0
594,1,45.6,45.6,0,0,1,0,0
447,52,25.05,1270.25,0,1,0,1,0
5571,61,79.8,4914.8,0,0,0,0,1
6569,8,19.5,162.15,0,1,0,1,0
1140,13,88.95,1161.75,0,0,0,1,0
6897,62,80.4,4981.15,0,0,1,0,0
41,70,69.2,4872.35,0,0,0,1,0
6164,45,75.15,3480.35,0,0,0,1,0
2460,48,19.55,883.35,0,1,0,1,0
2633,65,100.15,6643.5,1,0,0,0,0
5372,50,104.95,5222.35,1,0,1,0,1
5878,3,21.2,52.05,0,1,0,0,0
3885,3,74.95,212.4,1,0,1,0,1
5006,15,55.7,899.8,0,0,1,0,0
1874,43,86.45,3574.5,0,0,0,1,0
5059,36,99.15,3615.6,1,0,1,0,1
5922,72,105.25,7609.75,1,0,0,1,0
6287,26,83.95,2254.2,1,0,1,0,1
5427,31,84.75,2613.4,1,0,1,0,0
4245,63,19.7,1275.85,0,1,0,1,0
789,72,69.65,4908.25,0,0,0,1,0
2610,39,30.1,1131.3,0,0,1,0,0
2336,17,70.4,1214.05,1,0,1,0,0
854,68,20.5,1424.9,0,1,0,1,0
5649,33,20.05,669.45,0,1,1,0,0
16,52,20.65,1022.95,0,1,0,0,0
6865,8,65.5,564.35,0,0,0,1,0
67,31,79.2,2497.2,0,0,0,1,0
3457,1,19.5,19.5,0,1,1,0,0
1016,71,80.1,5585.4,0,0,0,1,0
408,1,19.9,19.9,0,1,1,0,0
5037,2,79.65,152.7,1,0,1,0,0
5296,57,41.1,2258.25,0,0,0,0,0
5152,55,25.65,1388.0,0,1,0,1,0
4075,53,46.3,2546.85,0,0,1,0,0
4499,12,78.3,909.25,1,0,1,0,1
5539,22,19.95,433.5,0,1,0,0,0
1436,2,91.4,193.6,1,0,1,0,1
4911,72,84.8,6141.65,1,0,0,1,0
4560,9,90.35,767.9,1,0,0,0,1
5740,69,39.1,2779.5,0,0,0,1,0
2335,5,55.8,274.35,0,0,1,0,0
6032,68,105.3,7299.65,1,0,1,0,1
733,72,79.05,5730.7,1,0,0,1,0
4419,8,21.05,139.75,0,1,1,0,0
4143,25,84.8,2043.45,1,0,1,0,1
2467,49,97.95,4917.9,1,0,0,0,1
6669,35,99.05,3554.6,1,0,1,0,1
20,1,39.65,39.65,0,0,1,0,1
804,6,85.35,489.45,1,0,1,0,1
2770,17,92.55,1515.1,1,0,1,0,1
3351,16,53.9,834.15,0,0,1,0,0
4211,24,102.95,2496.7,1,0,1,0,0
1944,8,25.5,215.2,0,0,1,0,0
2480,59,93.85,5574.75,1,0,1,0,0
6306,71,116.3,8309.55,1,0,0,0,0
5263,55,44.85,2479.05,0,0,1,0,1
3167,64,74.35,4759.55,0,0,0,1,0
5131,44,96.1,4364.1,1,0,1,0,1
1715,46,19.4,967.85,0,1,0,1,0
3137,41,109.1,4454.25,1,0,0,0,0
1247,24,83.15,2033.05,1,0,0,0,0
1592,42,77.95,3384.0,1,0,1,0,0
5451,71,95.65,6856.95,1,0,0,0,0
2746,31,21.0,697.7,0,1,0,1,0
2116,1,54.35,54.35,0,0,1,0,1
3761,72,82.65,5919.35,0,0,0,1,0
1908,69,19.95,1399.35,0,1,0,1,0
4056,3,50.6,155.35,0,0,1,0,1
3697,32,89.6,2901.8,1,0,1,0,1
1025,60,110.0,6668.35,1,0,0,1,0
5815,9,85.05,746.5,1,0,1,0,1
485,72,84.5,6130.85,1,0,0,1,0
2093,10,24.8,223.9,0,1,1,0,0
4095,3,82.3,214.4,1,0,1,0,0
6662,47,39.65,1798.65,0,0,0,0,0
4765,37,35.8,1316.9,0,0,0,1,0
5777,72,68.15,4808.7,0,0,0,1,0
191,6,91.0,531.0,1,0,1,0,1
4899,4,84.05,333.55,1,0,1,0,0
405,72,19.8,1468.75,0,1,0,1,0
1752,27,48.7,1421.75,0,0,0,0,0
6127,56,109.8,6109.65,1,0,0,0,0
2230,45,20.35,929.2,0,1,0,1,0
5594,23,83.75,1849.95,1,0,1,0,1
5810,17,85.45,1451.6,1,0,1,0,1
995,35,85.3,2917.5,1,0,1,0,0
6893,6,55.9,365.35,0,0,1,0,0
4190,11,96.2,1222.05,1,0,1,0,0
5340,38,84.1,3187.65,0,0,0,0,0
3415,68,83.0,5685.8,1,0,0,0,1
3421,72,97.0,7104.2,1,0,0,1,0
806,18,55.2,1058.1,0,0,1,0,0
2301,8,90.25,743.75,1,0,1,0,1
5692,9,54.8,452.8,0,0,1,0,0
367,1,19.15,19.15,0,1,1,0,0
6708,14,74.3,1096.25,1,0,1,0,1
2811,39,19.75,757.95,0,1,0,1,0
4629,13,19.3,279.3,0,1,1,0,0
2295,1,25.15,25.15,0,0,1,0,1
4961,18,44.35,768.05,0,0,1,0,0
3,45,42.3,1840.75,0,0,0,0,0
3398,61,100.7,6018.65,1,0,0,0,0
2529,45,62.7,2791.5,0,0,0,0,0
5160,1,74.35,74.35,1,0,1,0,1
4345,69,20.55,1403.1,0,1,0,0,0
1806,36,25.1,930.95,0,1,0,1,0
5315,1,45.6,45.6,0,0,1,0,1
791,68,76.9,5023.0,0,0,0,0,0
1414,35,95.5,3418.2,1,0,1,0,1
4237,5,70.05,346.4,0,0,1,0,1
6399,55,73.1,4144.9,1,0,1,0,1
1614,67,50.95,3521.7,0,0,0,1,0
1621,35,86.45,3029.1,1,0,1,0,1
501,71,80.7,5676.0,1,0,0,1,0
2854,17,70.35,1201.65,0,0,0,0,0
6741,12,96.0,1062.1,1,0,1,0,1
3359,21,19.95,416.4,0,1,1,0,0
3647,8,69.7,572.85,1,0,1,0,1
1138,11,65.15,723.35,0,0,1,0,0
5371,54,103.95,5639.05,1,0,0,0,0
6580,49,78.0,3824.2,0,0,0,0,0
5373,71,105.25,7291.75,1,0,0,1,1
5082,21,19.8,350.1,0,1,0,0,0
1135,72,114.65,8333.95,1,0,0,1,0
3858,47,86.95,4138.9,0,0,0,0,0
4835,65,104.25,6812.95,1,0,1,0,1
3428,51,93.8,4750.95,1,0,1,0,0
2283,1,71.55,71.55,1,0,1,0,0
1286,1,74.1,74.1,0,0,0,0,0
1982,14,19.95,268.4,0,1,1,0,0
4069,68,99.55,6668.0,1,0,0,1,1
4824,72,97.25,7133.1,1,0,0,0,0
869,3,26.4,121.25,0,1,0,1,0
4869,16,80.55,1248.9,1,0,1,0,0
2028,15,19.6,331.6,0,1,0,1,0
4220,55,19.5,1026.35,0,1,0,0,0
6849,30,83.55,2570.2,1,0,1,0,0
6518,1,45.3,45.3,0,0,1,0,1
1732,61,99.0,5969.3,1,0,0,0,1
241,72,109.2,7878.3,1,0,0,1,0
6845,1,45.85,45.85,0,0,1,0,0
7014,41,89.2,3645.75,1,0,1,0,1
1918,24,54.95,1348.5,0,0,1,0,1
1652,17,34.4,592.75,0,0,1,0,0
5321,69,106.4,7251.9,1,0,0,0,0
2010,5,75.9,357.75,1,0,1,0,0
6160,36,89.65,3348.1,0,0,0,0,0
896,71,116.1,8310.55,1,0,0,1,0
6271,27,85.9,2220.1,1,0,0,0,1
6587,64,103.5,6548.65,1,0,1,0,0
404,20,19.7,419.4,0,1,0,1,0
5056,72,84.7,5893.9,0,0,0,1,0
3724,62,24.8,1476.25,0,1,0,0,0
6510,46,99.65,4630.2,1,0,0,1,0
1501,13,19.95,243.65,0,1,0,1,0
3809,50,20.15,989.05,0,1,0,0,0
5443,26,45.45,1233.15,0,0,1,0,1
5941,36,34.85,1267.2,0,0,1,0,0
5800,17,80.05,1345.65,1,0,1,0,0
6186,47,110.85,5275.8,1,0,0,0,0
2897,43,26.45,1110.05,0,1,0,1,0
2482,2,45.0,89.75,0,0,1,0,1
2155,30,85.0,2624.25,1,0,1,0,1
3837,4,105.65,443.9,1,0,0,0,1
1417,18,49.85,865.75,0,0,1,0,0
4980,22,25.6,548.8,0,1,0,0,0
3937,4,20.15,68.45,0,1,1,0,0
918,26,80.7,2193.0,1,0,1,0,1
3169,52,68.75,3482.85,0,0,0,0,1
2172,1,43.95,43.95,0,0,1,0,0
2722,32,18.95,613.95,0,1,0,1,0
4870,48,64.4,3035.35,0,0,0,0,0
5715,32,108.15,3432.9,1,0,1,0,0
2199,52,25.75,1345.85,0,1,0,1,0
5686,6,85.15,503.6,1,0,1,0,0
1249,1,45.05,45.05,0,0,1,0,0
5078,67,100.25,6689.0,1,0,0,0,0
871,57,97.55,5598.0,1,0,0,0,0
709,29,80.1,2211.8,0,0,1,0,0
6880,72,25.2,1787.35,0,1,0,1,0
284,18,95.15,1779.95,1,0,1,0,0
4558,27,85.25,2287.25,1,0,1,0,1
466,64,102.1,6538.45,1,0,0,1,1
135,43,25.7,1188.2,0,1,0,1,0
2115,71,118.65,8477.6,1,0,0,1,1
3927,3,20.55,51.15,0,1,1,0,0
52,25,69.5,1752.65,0,0,1,0,0
6325,17,91.85,1574.45,1,0,1,0,1
3612,21,73.7,1558.7,1,0,1,0,1
758,15,85.9,1269.55,1,0,1,0,0
5664,10,84.6,865.55,1,0,1,0,0
754,2,90.35,190.5,1,0,1,0,1
4891,4,65.6,250.1,0,0,1,0,1
5808,72,108.4,7719.5,1,0,0,1,1
1001,27,75.5,1893.95,1,0,1,0,1
621,62,92.05,5755.8,1,0,0,0,1
6881,32,35.15,1051.05,0,0,1,0,1
7022,72,104.95,7544.3,1,0,0,0,1
3438,18,94.7,1687.95,1,0,1,0,1
6131,47,95.05,4504.55,1,0,1,0,1
3760,3,73.6,232.5,1,0,1,0,0
6840,1,19.3,19.3,0,1,1,0,0
3582,3,80.5,232.35,1,0,1,0,1
99,25,98.5,2514.5,1,0,1,0,1
2973,62,100.15,6283.3,1,0,1,0,1
990,56,80.3,4513.65,1,0,0,1,0
1969,60,53.6,3237.05,0,0,0,1,1
5933,3,105.0,294.45,1,0,1,0,1
5647,46,69.1,3168.0,0,0,1,0,0
960,7,29.8,220.45,0,0,1,0,0
4218,7,25.05,152.95,0,1,1,0,0
462,4,101.15,385.9,1,0,1,0,1
327,2,70.35,139.05,1,0,1,0,1
1033,62,23.65,1416.75,0,1,0,1,0
4424,1,24.75,24.75,0,0,1,0,1
6683,43,44.15,1931.3,0,0,0,0,1
887,27,110.5,2857.6,1,0,0,0,0
3631,1,49.55,49.55,0,0,1,0,1
6590,1,70.85,70.85,1,0,1,0,1
229,47,85.3,4107.25,0,0,0,1,0
6771,31,20.65,702.05,0,1,1,0,1
533,68,107.15,7379.8,1,0,0,0,0
6085,3,50.65,151.3,0,0,1,0,0
771,15,93.35,1444.65,1,0,1,0,1
264,45,113.3,5032.25,1,0,0,0,0
3244,10,54.5,568.2,0,0,1,0,0
2744,42,99.0,4135.0,1,0,0,1,0
2513,52,19.2,1054.75,0,1,0,1,0
6888,3,80.7,239.45,1,0,1,0,1
4477,19,48.95,955.6,0,0,0,0,0
132,67,50.55,3260.1,0,0,0,1,0
4173,12,86.55,1066.9,1,0,1,0,1
2312,18,20.1,401.85,0,1,0,0,0
1974,11,74.95,825.7,1,0,1,0,1
2,2,53.85,108.15,0,0,1,0,0
4879,46,69.1,3255.35,0,0,0,0,0
4503,17,94.4,1617.5,1,0,1,0,1
925,32,76.3,2404.15,0,0,1,0,0
759,72,90.35,6563.4,1,0,0,1,0
3902,1,29.9,29.9,0,0,1,0,0
5600,7,69.95,529.5,1,0,1,0,0
91,1,74.7,74.7,1,0,1,0,1
3251,37,106.75,4056.75,1,0,1,0,0
5753,2,19.9,33.7,0,1,1,0,0
3443,40,98.15,4116.8,1,0,0,0,0
5578,42,20.0,833.55,0,1,0,1,0
5197,72,110.15,7998.8,1,0,0,1,1
4976,66,56.75,3708.4,0,0,0,1,0
2012,47,98.75,4533.7,1,0,1,0,1
7001,3,49.9,130.1,0,0,1,0,0
386,55,85.45,4874.7,1,0,1,0,1
5337,20,50.0,1003.05,0,0,1,0,0
2468,4,48.55,201.0,0,0,1,0,1
6238,54,74.0,3919.15,1,0,1,0,0
2651,24,90.35,2238.5,1,0,1,0,1
6747,52,35.45,1958.95,0,0,0,0,0
4811,4,46.0,193.6,0,0,1,0,0
3157,9,44.95,431.0,0,0,1,0,0
4298,10,46.0,492.1,0,0,1,0,0
4541,1,50.55,50.55,0,0,1,0,0
6528,70,20.35,1458.1,0,1,0,1,0
1144,1,35.55,35.55,0,0,1,0,1
4417,1,70.45,70.45,1,0,1,0,0
5957,18,78.55,1422.65,1,0,1,0,1
2525,72,97.75,6991.6,1,0,0,1,0
6678,19,20.85,467.5,0,1,0,1,0
1017,64,24.4,1601.2,0,1,0,0,0
76,46,55.65,2688.85,0,0,0,0,0
5329,25,34.0,853.0,0,0,1,0,0
4296,35,72.25,2568.55,0,0,1,0,1
2215,70,49.85,3370.2,0,0,0,1,0
4622,52,83.8,4331.4,1,0,1,0,0
3621,2,24.4,36.55,0,0,1,0,0
708,29,75.3,2263.4,1,0,1,0,0
2418,27,86.45,2401.05,1,0,1,0,0
3785,10,89.8,914.3,1,0,1,0,1
2181,50,84.15,4164.4,0,0,0,0,0
6743,10,24.0,226.55,0,1,1,0,1
6922,3,74.45,221.1,1,0,1,0,0
1821,32,85.3,2661.1,1,0,1,0,1
269,71,24.25,1732.95,0,1,0,1,0
5264,69,29.8,2134.3,0,0,0,0,0
4120,26,78.95,2034.25,1,0,0,0,0
3200,54,104.3,5278.15,1,0,1,0,1
2160,72,83.7,6096.9,0,0,0,1,0
6877,1,69.7,69.7,1,0,1,0,0
5853,62,96.1,6001.45,1,0,0,0,1
1554,26,20.9,518.3,0,1,1,0,0
5116,1,70.4,70.4,1,0,1,0,1
2500,50,75.5,4025.6,0,0,0,0,1
1911,72,106.1,7657.4,1,0,0,1,0
3876,22,100.65,2415.95,1,0,1,0,1
4650,37,26.45,911.6,0,1,1,0,0
2470,67,25.25,1733.15,0,1,0,1,0
3184,71,83.3,5894.5,0,0,0,1,0
4965,6,47.95,305.1,0,0,1,0,1
2121,1,20.45,20.45,0,1,1,0,0
3259,6,70.55,433.95,1,0,1,0,0
1879,1,70.05,70.05,1,0,1,0,1
3147,15,101.75,1669.4,1,0,1,0,1
5839,7,75.4,533.05,1,0,1,0,1
1051,16,35.5,552.7,0,0,1,0,0
5366,66,59.75,3996.8,0,0,0,1,1
2345,4,20.05,85.5,0,1,1,0,0
4841,24,94.6,2283.15,1,0,1,0,1
3358,27,53.45,1461.45,0,0,1,0,0
106,72,104.15,7303.05,1,0,0,0,1
2168,7,74.4,527.9,1,0,1,0,0
566,15,101.9,1667.25,1,0,0,0,1
6868,13,91.1,1135.7,1,0,1,0,1
1765,58,110.65,6526.65,1,0,0,0,0
2224,17,76.45,1233.4,1,0,1,0,1
6173,35,91.0,3180.5,1,0,1,0,0
3664,4,50.8,202.3,0,0,1,0,0
1625,9,75.75,655.9,1,0,1,0,0
6908,9,55.35,449.75,0,0,1,0,1
3338,12,89.4,1095.65,1,0,1,0,1
2982,52,20.85,1071.6,0,1,0,0,0
119,27,85.2,2151.6,1,0,1,0,0
3630,4,20.95,85.5,0,1,1,0,0
2340,48,45.0,2196.3,0,0,0,0,0
3916,2,69.95,143.9,1,0,1,0,0
798,1,20.0,20.0,0,1,1,0,1
1611,72,90.95,6468.6,0,0,0,1,0
3928,18,95.95,1745.5,1,0,1,0,0
5,8,99.65,820.5,1,0,1,0,1
2595,71,80.45,5662.25,0,0,0,1,0
1177,46,79.2,3593.8,0,0,0,1,0
1716,8,54.75,438.05,0,0,1,0,0
2640,22,94.95,2142.8,1,0,1,0,0
1507,54,19.65,1008.7,0,1,0,1,0
4536,1,69.35,69.35,1,0,1,0,1
84,49,20.15,973.35,0,1,0,1,0
6461,49,85.3,4297.95,1,0,1,0,0
6251,1,19.25,19.25,0,1,1,0,1
5574,41,20.45,775.6,0,1,1,0,1
4362,49,20.7,1032.05,0,1,0,0,0
5675,3,69.6,207.4,1,0,1,0,0
5642,20,19.5,403.15,0,1,0,0,0
4920,71,20.1,1389.6,0,1,0,1,0
6571,34,55.0,1885.15,0,0,0,0,0
6072,13,18.8,251.25,0,1,1,0,0
3328,1,70.25,70.25,1,0,1,0,1
1006,18,90.1,1612.75,1,0,1,0,1
4802,28,54.65,1517.5,0,0,1,0,0
1074,1,21.1,21.1,0,1,1,0,0
6161,7,74.35,533.6,1,0,1,0,0
1297,5,75.6,402.5,1,0,1,0,1
3506,19,84.75,1651.95,1,0,1,0,1
3262,34,87.45,2874.15,1,0,1,0,1
1755,12,54.3,654.5,0,0,1,0,1
3051,71,89.9,6342.7,0,0,0,1,0
5781,27,89.2,2383.6,1,0,1,0,1
5619,20,91.0,1859.5,1,0,0,0,0
6474,6,19.55,124.45,0,1,0,1,0
4703,24,78.85,1772.25,1,0,1,0,1
449,72,105.5,7611.55,1,0,0,1,0
1746,72,116.45,8013.55,1,0,0,1,0
5923,6,89.25,487.05,1,0,1,0,1
5886,47,19.75,948.9,0,1,0,1,0
4574,72,105.75,7629.85,1,0,0,0,0
3658,10,54.25,583.0,0,0,1,0,1
2038,26,90.8,2361.8,1,0,1,0,1
572,11,64.9,697.25,0,0,0,0,0
3273,33,68.25,2171.15,1,0,1,0,1
3426,1,69.8,69.8,1,0,1,0,1
2402,6,19.7,111.65,0,1,1,0,0
12,58,100.35,5681.1,1,0,0,0,0
5955,72,68.4,4855.35,0,0,0,1,0
2351,49,67.4,3306.85,0,0,0,1,0
1182,57,53.75,3196.0,0,0,1,0,1
4621,6,49.45,314.6,0,0,1,0,1
5663,37,95.25,3314.15,1,0,1,0,1
5129,13,81.9,1028.9,1,0,1,0,0
6592,26,59.45,1507.0,0,0,0,0,0
6202,21,77.5,1625.0,0,0,0,0,0
4701,21,104.35,2271.85,1,0,1,0,1
5796,47,60.0,2768.65,0,0,0,1,0
1369,33,60.9,2033.85,0,0,1,0,0
6121,8,19.5,159.35,0,1,0,1,0
3192,58,19.15,1035.5,0,1,0,1,0
6166,31,104.2,3243.45,1,0,1,0,1
4515,15,83.2,1130.0,1,0,1,0,0
2898,6,63.4,348.8,0,0,0,1,0
6125,13,102.25,1359.0,1,0,1,0,0
6151,9,71.0,672.55,1,0,1,0,1
6331,47,40.3,1794.8,0,0,0,0,1
1390,72,68.75,4888.2,0,0,0,1,0
438,35,89.85,3161.2,1,0,1,0,0
237,18,73.15,1305.95,1,0,1,0,1
2069,1,95.6,95.6,1,0,1,0,1
5993,2,74.95,151.75,1,0,1,0,1
3021,5,19.95,107.05,0,1,1,0,0
1201,12,49.4,611.65,0,0,1,0,1
4123,34,71.55,2427.35,1,0,1,0,0
6016,68,108.45,7176.55,1,0,0,0,1
942,24,79.85,2001.0,1,0,1,0,0
606,38,81.0,3084.9,0,0,0,1,0
5162,8,19.45,159.2,0,1,1,0,0
5465,26,56.05,1553.2,0,0,0,0,0
1432,35,20.75,739.9,0,1,1,0,0
2965,51,80.0,4242.35,1,0,1,0,0
1521,37,67.45,2443.3,0,0,0,0,1
1072,22,56.75,1304.85,0,0,0,1,0
3544,31,93.8,3019.5,1,0,1,0,1
6071,72,105.55,7542.25,1,0,0,1,0
2036,1,74.3,74.3,1,0,1,0,1
2582,12,105.3,1275.65,1,0,1,0,1
966,7,19.25,112.3,0,1,1,0,1
5525,54,24.75,1342.15,0,1,0,0,0
3911,18,49.4,874.8,0,0,1,0,1
611,9,65.0,663.05,0,0,1,0,0
4525,32,93.4,2979.3,1,0,1,0,0
781,5,44.8,220.45,0,0,1,0,0
29,17,64.7,1093.1,0,0,1,0,0
3825,52,19.35,1031.7,0,1,0,1,0
6383,23,40.1,857.75,0,0,0,1,0
4906,72,95.9,6954.15,1,0,0,1,0
5256,52,96.25,4990.25,1,0,0,1,0
3323,28,20.25,535.35,0,1,1,0,0
186,20,51.8,1023.85,0,0,1,0,0
6012,5,83.6,404.2,1,0,1,0,1
1231,20,64.4,1398.6,0,0,1,0,0
6423,72,24.25,1784.5,0,1,0,1,0
1953,1,75.35,75.35,1,0,1,0,1
5826,1,79.35,79.35,1,0,1,0,0
4652,23,19.65,478.1,0,1,0,0,0
4712,50,108.25,5431.4,1,0,0,0,1
998,72,20.7,1492.1,0,1,0,1,0
2329,57,94.7,5468.95,1,0,0,0,1
2492,13,54.45,706.85,0,0,1,0,1
4486,61,89.2,5500.6,1,0,1,0,0
1361,4,78.45,330.05,1,0,1,0,1
2325,4,19.95,82.9,0,1,1,0,1
460,6,19.65,100.9,0,1,1,0,0
2714,54,95.1,5064.85,1,0,0,1,0
5710,70,110.5,7752.05,1,0,0,1,1
298,40,74.55,3015.75,0,0,1,0,1
6342,47,104.1,5135.15,1,0,1,0,1
3441,34,60.8,2042.05,0,0,0,0,0
540,72,113.1,8248.5,1,0,0,1,0
3442,29,98.8,2807.1,1,0,1,0,0
5412,61,85.55,5251.75,1,0,0,0,0
953,15,58.95,955.15,0,0,1,0,1
6822,32,80.3,2483.05,1,0,1,0,0
2032,15,88.15,1390.6,1,0,1,0,1
1784,4,20.35,77.5,0,1,1,0,0
6978,70,80.7,5617.95,0,0,0,1,1
1565,55,81.55,4509.5,1,0,1,0,1
4674,26,50.35,1285.8,0,0,0,0,0
128,1,19.75,19.75,0,1,1,0,0
6040,1,70.75,70.75,1,0,1,0,0
2344,14,39.7,692.35,0,0,0,1,0
2856,1,50.15,50.15,0,0,1,0,1
4883,8,29.4,221.9,0,0,1,0,1
307,29,75.55,2054.4,0,0,0,1,0
2765,13,70.15,931.75,1,0,1,0,1
5090,7,94.7,673.1,1,0,1,0,0
2959,27,100.75,2793.55,1,0,1,0,1
6992,71,100.55,7113.75,1,0,0,0,0
5911,7,34.2,256.6,0,0,1,0,0
2882,11,64.9,716.1,0,0,1,0,1
3784,35,101.4,3496.3,1,0,1,0,1
4217,14,75.1,1013.35,1,0,1,0,1
2298,69,79.2,5420.65,1,0,0,1,0
2136,15,91.0,1430.05,1,0,1,0,1
4807,34,116.15,3946.9,1,0,0,1,0
2466,60,20.55,1205.05,0,1,0,1,0
6982,72,74.35,5237.4,0,0,0,1,1
5674,64,49.85,3210.35,0,0,0,1,1
1591,17,21.1,385.55,0,1,1,0,0
6792,56,24.9,1334.0,0,1,0,0,1
1506,68,54.1,3794.5,0,0,0,1,0
6713,68,95.9,6503.2,1,0,1,0,1
6411,2,70.1,141.65,1,0,1,0,1
4005,1,24.05,24.05,0,1,1,0,0
2724,62,19.95,1244.8,0,1,0,0,0
2414,25,20.2,507.9,0,1,0,0,0
151,7,95.0,655.5,1,0,1,0,0
3384,4,73.75,325.45,1,0,1,0,1
4004,72,67.8,4804.65,0,0,0,1,0
4087,10,20.9,247.0,0,1,1,0,0
4867,34,100.85,3527.3,1,0,1,0,1
6311,55,100.15,5409.75,1,0,0,0,1
5472,24,81.0,1923.85,0,0,1,0,0
4996,47,74.05,3496.3,0,0,0,1,0
2228,70,104.45,7349.35,1,0,0,1,0
6178,54,18.95,1031.1,0,1,0,1,0
2838,41,20.0,810.3,0,1,0,1,0
5200,70,106.5,7397.0,1,0,0,0,1
4422,30,97.0,3021.3,1,0,0,0,0
1741,16,71.4,1212.1,0,0,1,0,0
4447,68,107.7,7320.9,1,0,1,0,1
694,22,20.05,417.0,0,1,0,0,0
1450,8,19.35,152.6,0,1,1,0,0
5806,2,19.6,35.85,0,1,1,0,1
2250,15,20.1,302.45,0,1,0,0,0
4795,53,20.8,1021.8,0,1,0,0,0
3787,58,95.3,5817.7,1,0,1,0,1
2878,22,87.0,1850.65,1,0,1,0,0
5514,1,48.45,48.45,0,0,1,0,0
4933,4,57.2,223.75,0,0,1,0,0
2968,3,90.4,268.45,1,0,1,0,1
1928,31,19.55,658.95,0,1,1,0,0
313,5,69.35,341.6,1,0,1,0,1
2929,40,40.25,1564.05,0,0,0,0,0
33,1,20.2,20.2,0,1,1,0,0
4070,55,74.0,4052.4,1,0,1,0,1
5778,1,20.3,20.3,0,1,1,0,0
6139,3,20.2,50.6,0,1,1,0,0
3712,44,65.4,2774.55,0,0,0,0,1
4517,11,99.55,1131.2,1,0,1,0,1
1571,1,20.05,20.05,0,1,1,0,0
4479,59,24.45,1493.1,0,1,0,1,1
5798,5,85.2,474.8,1,0,1,0,1
202,71,105.55,7405.5,1,0,0,1,1
5706,1,75.7,75.7,1,0,1,0,1
5799,13,35.1,446.1,0,0,1,0,1
2078,16,55.85,857.8,0,0,0,0,0
5752,69,26.0,1796.55,0,1,0,1,0
3605,34,49.8,1734.2,0,0,1,0,1
6886,8,101.35,780.5,1,0,1,0,1
717,32,85.65,2664.3,1,0,1,0,0
2889,58,50.0,2919.85,0,0,0,0,0
3614,69,60.25,4055.5,0,0,0,1,0
5474,1,84.6,84.6,1,0,1,0,1
1612,67,87.4,5918.8,1,0,0,0,1
1081,46,98.85,4564.9,1,0,1,0,1
549,15,19.75,311.6,0,1,1,0,0
1807,1,76.35,76.35,1,0,1,0,1
93,65,111.05,7107.0,1,0,1,0,0
1039,38,79.45,3013.05,1,0,1,0,1
1134,26,81.95,2070.05,1,0,1,0,1
3625,71,19.85,1379.6,0,1,0,1,0
517,5,70.05,302.6,1,0,1,0,1
5919,67,65.55,4361.55,0,0,0,1,0
3524,11,84.8,906.85,1,0,1,0,0
3286,35,95.45,3474.05,1,0,1,0,1
4455,1,50.45,50.45,0,0,1,0,0
8,28,104.8,3046.05,1,0,1,0,1
1667,14,24.8,321.7,0,1,0,0,0
4134,55,103.65,5676.65,1,0,1,0,0
1783,1,71.65,71.65,1,0,1,0,1
6913,69,108.75,7493.05,1,0,0,0,0
4474,57,53.35,3090.05,0,0,0,1,0
3485,2,73.25,131.05,1,0,1,0,0
6807,6,20.4,107.6,0,1,0,1,0
3208,48,70.55,3420.5,0,0,0,0,0
475,24,80.25,1861.5,1,0,1,0,1
3258,1,24.4,24.4,0,0,1,0,1
2734,11,20.25,208.0,0,1,1,0,0
2324,15,83.05,1258.3,1,0,1,0,1
2912,32,93.5,2970.8,1,0,1,0,1
6256,1,35.05,35.05,0,0,1,0,0
6508,42,94.2,4186.3,1,0,1,0,1
